"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221220,2022-12-20,04360Y,CBT ,00,043 ,    2488,       0,       0,       0,       0,       0,       0,       0,    1496,       1,    1063,     338,       0,    1064,    1835,    1424,     653,     -77,       0,       0,       0,       0,       0,       0,       0,    -296,       1,     114,     151,     -38,      77,    -182,    -154,     105,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   60.1,    0.0,   42.7,   13.6,    0.0,   42.8,   73.8,   57.2,   26.2,     26,      0,      0,      0,      0,      0,      0,      0,.,.,     19,      5,      0,     20,      7,    16.0,    69.1,    27.2,    73.8,    16.0,    69.1,    27.2,    73.7,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221213,2022-12-13,04360Y,CBT ,00,043 ,    2565,       0,       0,       0,       0,       0,       0,       0,    1792,       0,     949,     187,      38,     987,    2017,    1578,     548,     412,       0,       0,       0,       0,       0,       0,       0,     576,       0,     186,     -99,      38,     224,     515,     188,    -103,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   69.9,    0.0,   37.0,    7.3,    1.5,   38.5,   78.6,   61.5,   21.4,     25,      0,      0,      0,      0,      0,      0,      0,.,      0,     18,      5,.,     19,      7,    15.1,    75.0,    24.1,    78.6,    15.1,    75.0,    24.1,    77.2,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221206,2022-12-06,04360Y,CBT ,00,043 ,    2153,       0,       0,       0,       0,       0,       0,       0,    1216,       0,     763,     286,       0,     763,    1502,    1390,     651,    -177,       0,       0,       0,       0,       0,       0,       0,    -113,    -147,     -31,      27,     -38,    -216,    -271,      39,      94,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   56.5,    0.0,   35.4,   13.3,    0.0,   35.4,   69.8,   64.6,   30.2,     22,      0,      0,      0,      0,      0,      0,      0,.,      0,     14,      6,      0,     14,      8,    16.7,    63.5,    26.5,    69.8,    16.7,    63.5,    26.5,    69.8,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221129,2022-11-29,04360Y,CBT ,00,043 ,    2330,       0,       0,       0,       0,       0,       0,       0,    1329,     147,     794,     259,      38,     979,    1773,    1351,     557,   -1032,       0,       0,       0,       0,       0,       0,       0,   -1097,     147,    -699,     -38,     -34,    -586,   -1022,    -446,     -10,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   57.0,    6.3,   34.1,   11.1,    1.6,   42.0,   76.1,   58.0,   23.9,     20,      0,      0,      0,      0,      0,      0,      0,.,.,     13,      4,.,     15,      7,    21.7,    70.3,    31.9,    76.1,    18.4,    64.0,    27.3,    68.2,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221122,2022-11-22,04360Y,CBT ,00,043 ,    3362,       0,       0,       0,       0,       0,       0,       0,    2426,       0,    1493,     297,      72,    1565,    2795,    1797,     567,      -5,       0,       0,       0,       0,       0,       0,     -89,     -78,       0,     -66,     105,      39,    -116,      66,     111,     -71,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   72.2,    0.0,   44.4,    8.8,    2.1,   46.5,   83.1,   53.5,   16.9,     26,      0,      0,      0,      0,      0,      0,      0,.,      0,     18,      4,      4,     20,     10,    23.2,    78.1,    33.4,    83.0,    23.2,    78.1,    33.4,    81.0,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221115,2022-11-15,04360Y,CBT ,00,043 ,    3367,       0,       0,       0,       0,       0,       0,      89,    2504,       0,    1559,     192,      33,    1681,    2729,    1686,     638,     385,       0,       0,       0,       0,       0,       0,      39,     290,       0,     110,     117,      30,     179,     437,     206,     -52,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    2.6,   74.4,    0.0,   46.3,    5.7,    1.0,   49.9,   81.1,   50.1,   18.9,     26,      0,      0,      0,      0,      0,      0,.,.,      0,     19,.,.,     21,      7,    22.9,    79.2,    32.6,    81.1,    22.9,    79.2,    32.6,    80.1,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221108,2022-11-08,04360Y,CBT ,00,043 ,    2982,       0,       0,       0,       0,       0,       0,      50,    2214,       0,    1449,      75,       3,    1502,    2292,    1480,     690,     464,       0,       0,       0,       0,       0,       0,     -39,     552,       0,     153,     -44,       3,     117,     511,     347,     -47,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    1.7,   74.2,    0.0,   48.6,    2.5,    0.1,   50.4,   76.9,   49.6,   23.1,     25,      0,      0,      0,      0,      0,      0,.,.,      0,     19,.,.,     20,      6,    25.2,    75.9,    33.9,    76.9,    25.2,    75.9,    33.8,    76.8,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221101,2022-11-01,04360Y,CBT ,00,043 ,    2518,       0,       0,       0,       0,       0,       0,      89,    1662,       0,    1296,     119,       0,    1385,    1781,    1133,     737,   -1230,       0,       0,       0,       0,       0,       0,    -825,     110,    -382,      81,    -524,     -20,   -1146,    -816,     -84,    -414,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    3.5,   66.0,    0.0,   51.5,    4.7,    0.0,   55.0,   70.7,   45.0,   29.3,     26,      0,      0,      0,      0,      0,      0,.,.,      0,     18,      4,      0,     20,      6,    29.0,    68.6,    38.3,    70.7,    29.0,    68.6,    38.3,    70.7,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221025,2022-10-25,04360Y,CBT ,00,043 ,    3748,       0,       0,       0,       0,       0,       0,     914,    1552,     382,    1215,     643,      20,    2531,    2597,    1217,    1151,     187,       0,       0,       0,       0,       0,       0,     318,     903,    -535,     655,    -206,     -69,     369,      93,    -182,      94,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   24.4,   41.4,   10.2,   32.4,   17.2,    0.5,   67.5,   69.3,   32.5,   30.7,     26,      0,      0,      0,      0,      0,      0,      4,.,.,     15,      6,.,     20,     10,    41.6,    63.9,    54.9,    68.6,    34.3,    55.1,    46.5,    58.6,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221018,2022-10-18,04360Y,CBT ,00,043 ,    3561,       0,       0,       0,       0,       0,       0,     596,     649,     917,     560,     849,      89,    2162,    2504,    1399,    1057,     469,       0,       0,       0,       0,       0,       0,      11,     -93,     645,    -355,    -310,      88,     389,     330,      80,     139,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   16.7,   18.2,   25.8,   15.7,   23.8,    2.5,   60.7,   70.3,   39.3,   29.7,     20,      0,      0,      0,      0,      0,      0,      4,.,.,      8,      5,.,     14,      9,    44.5,    63.0,    54.3,    69.4,    21.7,    38.7,    29.0,    42.1,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221011,2022-10-11,04360Y,CBT ,00,043 ,    3092,       0,       0,       0,       0,       0,       0,     585,     742,     272,     915,    1159,       1,    1773,    2174,    1319,     918,     -85,       0,       0,       0,       0,       0,       0,     -93,    -883,     255,    -350,     419,       1,    -187,    -208,     102,     123,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   18.9,   24.0,    8.8,   29.6,   37.5,    0.0,   57.3,   70.3,   42.7,   29.7,     20,      0,      0,      0,      0,      0,      0,.,.,.,     11,      5,.,     15,      8,    37.4,    63.7,    49.9,    70.3,    32.6,    58.3,    42.9,    61.5,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221004,2022-10-04,04360Y,CBT ,00,043 ,    3177,       0,       0,       0,       0,       0,       0,     678,    1625,      17,    1265,     740,       0,    1960,    2382,    1217,     795,   -1008,       0,       0,       0,       0,       0,       0,   -1371,    1555,    -301,     693,   -1717,    -152,   -1131,    -615,     123,    -393,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   21.3,   51.1,    0.5,   39.8,   23.3,    0.0,   61.7,   75.0,   38.3,   25.0,     21,      0,      0,      0,      0,      0,      0,.,.,.,     14,.,      0,     18,      4,    39.1,    75.0,    50.0,    75.0,    39.1,    74.4,    50.0,    74.4,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220927,2022-09-27,04360Y,CBT ,00,043 ,    4185,       0,       0,       0,       0,       0,       0,    2049,      70,     318,     572,    2457,     152,    3091,    2997,    1094,    1188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   49.0,    1.7,    7.6,   13.7,   58.7,    3.6,   73.9,   71.6,   26.1,   28.4,     28,      0,      0,      0,      0,      0,      0,.,.,.,     10,     13,.,     15,     17,    60.6,    56.1,    67.7,    63.8,    53.6,    52.3,    58.5,    56.5,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220913,2022-09-13,04360Y,CBT ,00,043 ,    3097,       0,       0,       0,       0,       0,       0,     828,     784,     783,     723,     687,       0,    2334,    2254,     763,     843,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   26.7,   25.3,   25.3,   23.3,   22.2,    0.0,   75.4,   72.8,   24.6,   27.2,     21,      0,      0,      0,      0,      0,      0,.,.,.,     12,      6,      0,     14,      8,    62.2,    68.4,    69.6,    72.8,    39.5,    43.1,    45.6,    47.5,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220823,2022-08-23,04360Y,CBT ,00,043 ,    4060,       0,       0,       0,       0,       0,       0,    1320,    2695,     370,    1322,     336,      66,    3078,    3467,     982,     593,    -474,       0,       0,       0,       0,       0,       0,      34,    -362,    -371,    -158,      47,      66,    -429,    -620,     -45,     146,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   32.5,   66.4,    9.1,   32.6,    8.3,    1.6,   75.8,   85.4,   24.2,   14.6,     23,      0,      0,      0,      0,      0,      0,.,.,.,     12,      4,.,     17,      8,    56.1,    80.8,    65.8,    85.4,    50.7,    71.7,    57.7,    74.7,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220816,2022-08-16,04360Y,CBT ,00,043 ,    4534,       0,       0,       0,       0,       0,       0,    1286,    3057,     741,    1480,     289,       0,    3507,    4087,    1027,     447,     707,       0,       0,       0,       0,       0,       0,     -47,    -127,     741,     166,      34,     -35,     825,     613,    -118,      94,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   28.4,   67.4,   16.3,   32.6,    6.4,    0.0,   77.3,   90.1,   22.7,    9.9,     27,      0,      0,      0,      0,      0,      0,.,.,.,     18,      4,      0,     21,      7,    55.1,    87.8,    63.8,    90.1,    41.5,    71.5,    49.0,    73.8,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220809,2022-08-09,04360Y,CBT ,00,043 ,    3827,       0,       0,       0,       0,       0,       0,    1333,    3184,       0,    1314,     255,      35,    2682,    3474,    1145,     353,     963,       0,       0,       0,       0,       0,       0,    1216,    1553,    -362,      36,    -146,      -7,     883,    1038,      80,     -75,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   34.8,   83.2,    0.0,   34.3,    6.7,    0.9,   70.1,   90.8,   29.9,    9.2,     31,      0,      0,      0,      0,      0,      0,.,.,      0,     18,      7,.,     21,     11,    48.9,    85.0,    56.1,    88.8,    48.9,    85.0,    56.1,    88.6,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220802,2022-08-02,04360Y,CBT ,00,043 ,    2864,       0,       0,       0,       0,       0,       0,     117,    1631,     362,    1278,     401,      42,    1799,    2436,    1065,     428,   -1969,       0,       0,       0,       0,       0,       0,      17,   -2312,     362,   -2024,    -123,      42,   -1603,   -2031,    -366,      62,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    4.1,   56.9,   12.6,   44.6,   14.0,    1.5,   62.8,   85.1,   37.2,   14.9,     26,      0,      0,      0,      0,      0,      0,.,.,.,     16,      4,.,     20,      8,    34.9,    79.4,    44.7,    85.1,    25.2,    66.7,    34.1,    70.9,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220726,2022-07-26,04360Y,CBT ,00,043 ,    4833,       0,       0,       0,       0,       0,       0,     100,    3943,       0,    3302,     524,       0,    3402,    4467,    1431,     366,     841,       0,       0,       0,       0,       0,       0,     -38,    1048,     -80,     904,     114,    -108,     678,     974,     163,    -133,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    2.1,   81.6,    0.0,   68.3,   10.8,    0.0,   70.4,   92.4,   29.6,    7.6,     34,      0,      0,      0,      0,      0,      0,.,      4,      0,     27,.,      0,     28,      6,    39.3,    87.5,    49.3,    92.4,    39.3,    87.5,    49.3,    92.4,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220719,2022-07-19,04360Y,CBT ,00,043 ,    3992,       0,       0,       0,       0,       0,       0,     138,    2895,      80,    2398,     410,     108,    2724,    3493,    1268,     499,    1072,       0,       0,       0,       0,       0,       0,      36,     809,      -4,     947,      26,      75,    1054,     906,      18,     166,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    3.5,   72.5,    2.0,   60.1,   10.3,    2.7,   68.2,   87.5,   31.8,   12.5,     31,      0,      0,      0,      0,      0,      0,.,.,.,     23,.,.,     26,      7,    33.8,    81.9,    45.5,    87.5,    33.8,    79.9,    45.0,    82.8,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220712,2022-07-12,04360Y,CBT ,00,043 ,    2920,       0,       0,       0,       0,       0,       0,     102,    2086,      84,    1451,     384,      33,    1670,    2587,    1250,     333,    -220,       0,       0,       0,       0,       0,       0,      72,    -445,      84,    -285,      70,      33,     -96,    -258,    -124,      38,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    3.5,   71.4,    2.9,   49.7,   13.2,    1.1,   57.2,   88.6,   42.8,   11.4,     30,      0,      0,      0,      0,      0,      0,.,.,.,     22,.,.,     25,      7,    19.3,    83.4,    32.6,    88.6,    19.3,    80.5,    32.2,    84.6,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220705,2022-07-05,04360Y,CBT ,00,043 ,    3140,       0,       0,       0,       0,       0,       0,      30,    2531,       0,    1736,     314,       0,    1766,    2845,    1374,     295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    1.0,   80.6,    0.0,   55.3,   10.0,    0.0,   56.2,   90.6,   43.8,    9.4,     29,      0,      0,      0,      0,      0,      0,.,.,      0,     23,.,      0,     24,      5,    19.3,    89.8,    32.6,    90.6,    19.3,    89.8,    32.6,    90.6,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220621,2022-06-21,04360Y,CBT ,00,043 ,    3337,       0,       0,       0,       0,       0,       0,      50,    1306,    1030,    1256,     200,     165,    2501,    2701,     836,     636,     510,       0,       0,       0,       0,       0,       0,    -280,     828,    -100,     740,     -42,      79,     439,     765,      71,    -255,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    1.5,   39.1,   30.9,   37.6,    6.0,    4.9,   74.9,   80.9,   25.1,   19.1,     24,      0,      0,      0,      0,      0,      0,.,      5,.,     17,.,.,     19,      7,    48.9,    76.8,    62.3,    80.9,    20.7,    43.1,    29.7,    45.1,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220614,2022-06-14,04360Y,CBT ,00,043 ,    2827,       0,       0,       0,       0,       0,       0,     330,     478,    1130,     516,     242,      86,    2062,    1936,     765,     891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   11.7,   16.9,   40.0,   18.3,    8.6,    3.0,   72.9,   68.5,   27.1,   31.5,     25,      0,      0,      0,      0,      0,      0,.,      4,.,     10,      8,.,     13,     14,    60.9,    56.1,    67.4,    62.8,    19.6,    17.3,    25.6,    21.9,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220524,2022-05-24,04360Y,CBT ,00,043 ,    5425,       0,       0,       0,       0,       0,       0,    1710,    4761,      97,    2101,     215,       0,    3908,    5073,    1517,     352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   31.5,   87.8,    1.8,   38.7,    4.0,    0.0,   72.0,   93.5,   28.0,    6.5,     25,      0,      0,      0,      0,      0,      0,.,.,.,     18,.,      0,     21,      5,    51.2,    92.8,    62.5,    93.5,    51.2,    91.0,    62.1,    91.7,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220510,2022-05-10,04360Y,CBT ,00,043 ,    4519,       0,       0,       0,       0,       0,       0,    1074,    2916,    1159,    1168,     100,       0,    3401,    4175,    1118,     344,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   23.8,   64.5,   25.6,   25.8,    2.2,    0.0,   75.3,   92.4,   24.7,    7.6,     21,      0,      0,      0,      0,      0,      0,.,      4,.,     15,.,      0,     17,      5,    59.6,    91.7,    67.5,    92.4,    36.7,    66.0,    43.1,    66.7,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220419,2022-04-19,04360Y,CBT ,00,043 ,    5199,       0,       0,       0,       0,       0,       0,     193,    2404,    2032,    2070,     189,       0,    4295,    4625,     904,     574,    1291,       0,       0,       0,       0,       0,       0,     122,     312,     685,     414,      72,       0,    1221,    1069,      70,     222,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    3.7,   46.2,   39.1,   39.8,    3.6,    0.0,   82.6,   89.0,   17.4,   11.0,     21,      0,      0,      0,      0,      0,      0,.,      4,.,     12,.,      0,     15,      7,    58.5,    86.1,    73.0,    89.0,    23.3,    47.0,    36.0,    49.9,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",220412,2022-04-12,04360Y,CBT ,00,043 ,    3908,       0,       0,       0,       0,       0,       0,      71,    2092,    1347,    1656,     117,       0,    3074,    3556,     834,     352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    1.8,   53.5,   34.5,   42.4,    3.0,    0.0,   78.7,   91.0,   21.3,    9.0,     21,      0,      0,      0,      0,      0,      0,.,      6,.,     12,.,      0,     14,      8,    54.2,    84.5,    70.9,    91.0,    24.8,    50.1,    38.2,    56.5,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",221227,2022-12-27,044601,CBT ,00,044 , 4134572,   30723,  537403,    4840, 1871054,  608320,  736494,  661859, 1538680,   79307,  440100,  250632,     309, 3824686, 3755985,  309886,  378587,  -10030,    2527,  -10602,     586,  -18725,  -25648,   -1648,    6961,   17913,   11565,   -4503,   -8758,      15,   -3222,  -16577,   -6808,    6547,  100.0,    0.7,   13.0,    0.1,   45.3,   14.7,   17.8,   16.0,   37.2,    1.9,   10.6,    6.1,    0.0,   92.5,   90.8,    7.5,    9.2,    328,      8,     31,      5,     99,     51,     86,     37,     66,     28,     17,     19,.,    204,    244,    36.1,    18.6,    47.4,    28.8,    31.5,    17.7,    40.8,    27.3,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",221220,2022-12-20,044601,CBT ,00,044 , 4144602,   28196,  548005,    4254, 1889779,  633968,  738142,  654898, 1520767,   67742,  444603,  259390,     294, 3827908, 3772562,  316694,  372040,   30581,   -2174,   25023,    -823,   76194,   45663,  -40190,    2387,   34602,  -16025,    -986,   -2728,     294,   18677,   45816,   11904,  -15235,  100.0,    0.7,   13.2,    0.1,   45.6,   15.3,   17.8,   15.8,   36.7,    1.6,   10.7,    6.3,    0.0,   92.4,   91.0,    7.6,    9.0,    339,      8,     34,      5,    100,     52,     87,     37,     68,     28,     19,     21,.,    208,    252,    36.1,    18.9,    47.1,    29.1,    31.4,    18.0,    40.5,    27.5,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
