"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230117,2023-01-17,043607,CBT ,00,043 , 1503817,   46959,   36605,    4838,  734049,  612512,  204011,  191883,  338614,   20082,  150939,   37707,       4, 1352765, 1254373,  151052,  249444,   55427,     553,    3948,    1953,   30569,   22872,    3396,    2506,    8786,    6130,    2230,   -2927,       2,   47339,   44160,    8088,   11267,  100.0,    3.1,    2.4,    0.3,   48.8,   40.7,   13.6,   12.8,   22.5,    1.3,   10.0,    2.5,    0.0,   90.0,   83.4,   10.0,   16.6,    156,      5,      8,      4,     40,     52,     56,     20,     19,     14,      5,      7,.,    112,    119,    33.9,    32.4,    49.6,    43.8,    33.6,    29.7,    47.4,    40.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230110,2023-01-10,043607,CBT ,00,043 , 1448390,   46406,   32657,    2885,  703480,  589640,  200615,  189377,  329828,   13952,  148709,   40634,       2, 1305426, 1210213,  142964,  238177,   25713,    4366,   -1984,   -3450,   32874,   13476,   -9646,   20153,   39831,   -4769,   -1870,    1768,       2,   37660,   35228,  -11947,   -9515,  100.0,    3.2,    2.3,    0.2,   48.6,   40.7,   13.9,   13.1,   22.8,    1.0,   10.3,    2.8,    0.0,   90.1,   83.6,    9.9,   16.4,    151,      4,      8,.,     40,     52,     54,     18,     17,     14,      4,      8,.,    106,    117,    35.4,    31.9,    50.1,    44.1,    35.2,    29.2,    48.2,    40.1,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230103,2023-01-03,043607,CBT ,00,043 , 1422677,   42040,   34641,    6335,  670606,  576165,  210260,  169224,  289997,   18721,  150579,   38866,       0, 1267765, 1174985,  154912,  247692,   -4240,    -855,     498,     952,    6120,   -3230,     856,  -23707,    3861,    2597,    7086,  -14828,       0,   -6951,   -9294,    2711,    5054,  100.0,    3.0,    2.4,    0.4,   47.1,   40.5,   14.8,   11.9,   20.4,    1.3,   10.6,    2.7,    0.0,   89.1,   82.6,   10.9,   17.4,    140,      4,      8,.,     39,     45,     52,     12,     23,     12,      4,      5,      0,     94,    113,    35.5,    29.6,    50.2,    43.0,    35.2,    26.5,    48.1,    38.7,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230711,2023-07-11,04360Y,CBT ,00,043 ,    4546,       0,       0,       0,       0,       0,       0,    2461,     777,    1085,     140,    1038,      28,    3714,    2928,     832,    1618,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   54.1,   17.1,   23.9,    3.1,   22.8,    0.6,   81.7,   64.4,   18.3,   35.6,     26,      0,      0,      0,      0,      0,      0,.,.,.,.,     16,.,      8,     21,    79.3,    41.9,    81.7,    52.0,    55.5,    21.3,    57.2,    30.1,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230418,2023-04-18,04360Y,CBT ,00,043 ,    3678,       0,       0,       0,       0,       0,       0,     421,     339,    1952,     601,     325,       0,    2974,    2616,     704,    1062,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   11.4,    9.2,   53.1,   16.3,    8.8,    0.0,   80.9,   71.1,   19.1,   28.9,     20,      0,      0,      0,      0,      0,      0,.,.,.,     11,      5,      0,     14,      7,    69.1,    68.4,    75.1,    71.1,    17.9,    15.3,    23.1,    18.1,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230314,2023-03-14,04360Y,CBT ,00,043 ,    2272,       0,       0,       0,       0,       0,       0,       0,    1075,     329,     909,     151,      37,    1275,    1592,     997,     680,    -790,       0,       0,       0,       0,       0,       0,    -263,    -477,     168,    -372,    -299,       6,    -461,    -602,    -329,    -188,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   47.3,   14.5,   40.0,    6.6,    1.6,   56.1,   70.1,   43.9,   29.9,     23,      0,      0,      0,      0,      0,      0,      0,      4,.,     15,      4,.,     17,      9,    33.0,    62.5,    42.6,    70.0,    21.6,    48.0,    30.1,    54.0,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230307,2023-03-07,04360Y,CBT ,00,043 ,    3062,       0,       0,       0,       0,       0,       0,     263,    1552,     161,    1281,     450,      31,    1736,    2194,    1326,     868,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    8.6,   50.7,    5.3,   41.8,   14.7,    1.0,   56.7,   71.7,   43.3,   28.3,     27,      0,      0,      0,      0,      0,      0,.,      4,.,     14,      8,.,     16,     13,    40.7,    56.0,    47.6,    66.8,    35.5,    56.0,    42.3,    62.6,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230221,2023-02-21,04360Y,CBT ,00,043 ,    5260,       0,       0,       0,       0,       0,       0,       0,     788,    2749,    1342,     886,       0,    4091,    4423,    1169,     837,    -541,       0,       0,       0,       0,       0,       0,    -236,   -1015,    -186,    -141,     598,       0,    -563,    -603,      22,      62,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   15.0,   52.3,   25.5,   16.8,    0.0,   77.8,   84.1,   22.2,   15.9,     30,      0,      0,      0,      0,      0,      0,      0,      4,.,      8,     18,      0,      9,     22,    72.2,    69.2,    77.1,    75.2,    21.4,    17.0,    25.5,    22.9,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230214,2023-02-14,04360Y,CBT ,00,043 ,    5801,       0,       0,       0,       0,       0,       0,     236,    1803,    2935,    1483,     288,       0,    4654,    5026,    1147,     775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    4.1,   31.1,   50.6,   25.6,    5.0,    0.0,   80.2,   86.6,   19.8,   13.4,     20,      0,      0,      0,      0,      0,      0,.,.,.,     10,      6,      0,     12,      9,    70.6,    83.6,    76.9,    86.2,    21.9,    33.0,    27.6,    35.6,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230117,2023-01-17,04360Y,CBT ,00,043 ,    2399,       0,       0,       0,       0,       0,       0,     219,    1758,      24,     958,     192,       0,    1201,    1974,    1198,     425,     425,       0,       0,       0,       0,       0,       0,     139,     430,      24,      60,      50,       0,     223,     504,     202,     -79,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    9.1,   73.3,    1.0,   39.9,    8.0,    0.0,   50.1,   82.3,   49.9,   17.7,     20,      0,      0,      0,      0,      0,      0,.,.,.,     14,      4,      0,     15,      6,    26.4,    80.1,    40.4,    82.3,    25.4,    80.1,    39.3,    81.3,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",230110,2023-01-10,04360Y,CBT ,00,043 ,    1974,       0,       0,       0,       0,       0,       0,      80,    1328,       0,     898,     142,       0,     978,    1470,     996,     504,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    4.1,   67.3,    0.0,   45.5,    7.2,    0.0,   49.5,   74.5,   50.5,   25.5,     20,      0,      0,      0,      0,      0,      0,.,.,      0,     14,      4,      0,     15,      5,    23.8,    73.0,    38.0,    74.5,    23.8,    73.0,    38.0,    74.5,"1000 x Index Points","04360Y","CBT ","043 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230711,2023-07-11,044601,CBT ,00,044 , 5601718,   62124,  666190,   81143, 2651800, 1074978,  636482,  821519, 2344547,  290676,  651426,  163264,   17420, 5212590, 5274699,  389128,  327019,  227255,   -4267,   40317,   14303,  115075,   63922,  -24073,   45377,  159333,   25351,   48089,   -2267,    4200,  224054,  281085,    3201,  -53830,  100.0,    1.1,   11.9,    1.4,   47.3,   19.2,   11.4,   14.7,   41.9,    5.2,   11.6,    2.9,    0.3,   93.1,   94.2,    6.9,    5.8,    403,     13,     40,     24,    141,     41,    103,     49,     77,     68,     29,     13,      5,    310,    293,    28.0,    20.8,    37.0,    32.0,    26.6,    20.5,    33.1,    31.5,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230703,2023-07-03,044601,CBT ,00,044 , 5374463,   66392,  625873,   66840, 2536725, 1011057,  660555,  776143, 2185214,  265324,  603337,  165531,   13220, 4988536, 4993614,  385927,  380849,   82827,     117,    5336,   -1827,    9066,   77707,  -31888,   42818,  -27276,   11205,   30558,    7581,   -1323,   58727,   39515,   24100,   43312,  100.0,    1.2,   11.6,    1.2,   47.2,   18.8,   12.3,   14.4,   40.7,    4.9,   11.2,    3.1,    0.2,   92.8,   92.9,    7.2,    7.1,    387,     12,     35,     24,    140,     42,     98,     41,     75,     64,     29,     13,      5,    298,    280,    28.4,    20.9,    37.7,    32.0,    27.1,    20.6,    33.5,    31.1,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230627,2023-06-27,044601,CBT ,00,044 , 5291636,   66274,  620537,   68667, 2527659,  933349,  692444,  733325, 2212491,  254119,  572779,  157950,   14543, 4929809, 4954100,  361827,  337536,  -34593,   -4564,   31536,   -8913,   50990,    3094,  -18868,   20994,   57133,  -64332,   26715,    1283,  -23985,  -21963,  -23053,  -12630,  -11540,  100.0,    1.3,   11.7,    1.3,   47.8,   17.6,   13.1,   13.9,   41.8,    4.8,   10.8,    3.0,    0.3,   93.2,   93.6,    6.8,    6.4,    390,     14,     37,     25,    139,     40,    100,     39,     77,     61,     30,     14,      6,    298,    284,    28.7,    20.5,    38.1,    32.0,    27.1,    20.3,    33.6,    31.1,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230620,2023-06-20,044601,CBT ,00,044 , 5326229,   70838,  589001,   77580, 2476669,  930255,  711312,  712330, 2155358,  318451,  546064,  156667,   38528, 4951773, 4977152,  374456,  349077,   31885,  -30284,   11772,   -1957,  -39163,   66161,   20373,   18802, -124301,   37209,   15901,   25516,     826,   21707,   35600,   10178,   -3715,  100.0,    1.3,   11.1,    1.5,   46.5,   17.5,   13.4,   13.4,   40.5,    6.0,   10.3,    2.9,    0.7,   93.0,   93.4,    7.0,    6.6,    393,     14,     40,     31,    136,     41,    101,     41,     71,     62,     33,     17,      8,    309,    286,    27.7,    20.4,    36.8,    31.4,    25.9,    20.3,    32.2,    30.6,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230613,2023-06-13,044601,CBT ,00,044 , 5294344,  101122,  577230,   79536, 2515832,  864093,  690939,  693528, 2279659,  281243,  530164,  131151,   37702, 4930065, 4941552,  364279,  352792,  102268,   16288,  -16883,    7287,   44262,   43720,   15148,   12677,   46217,  -13492,    -781,    3323,   25603,  106992,  110923,   -4724,   -8655,  100.0,    1.9,   10.9,    1.5,   47.5,   16.3,   13.1,   13.1,   43.1,    5.3,   10.0,    2.5,    0.7,   93.1,   93.3,    6.9,    6.7,    390,     17,     41,     33,    134,     38,     98,     38,     73,     65,     33,     16,      8,    306,    288,    27.7,    21.5,    37.2,    32.3,    25.9,    21.4,    32.9,    31.4,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230606,2023-06-06,044601,CBT ,00,044 , 5192076,   84834,  594112,   72249, 2471569,  820373,  675791,  680851, 2233442,  294734,  530945,  127828,   12100, 4823073, 4830629,  369003,  361447,    8310,    7583,  -60825,    7584,   20838,  105347,   11563,   -8880,  -23519,  -54537,   36528,  -16727,      45,   20723,  -31070,  -12413,   39380,  100.0,    1.6,   11.4,    1.4,   47.6,   15.8,   13.0,   13.1,   43.0,    5.7,   10.2,    2.5,    0.2,   92.9,   93.0,    7.1,    7.0,    378,     16,     37,     27,    130,     37,     98,     33,     76,     62,     35,     14,      7,    292,    280,    27.6,    21.1,    37.3,    31.6,    25.7,    20.8,    33.2,    30.9,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230530,2023-05-30,044601,CBT ,00,044 , 5183766,   77251,  654937,   64665, 2450732,  715027,  664228,  689731, 2256961,  349271,  494417,  144555,   12055, 4802350, 4861699,  381416,  322067, -464216,   -4316,  -48048,  -63238, -138517,   -5922,  -14758,  -67286, -148600, -123193,    2204,    2659,  -29282, -438387, -430382,  -25829,  -33834,  100.0,    1.5,   12.6,    1.2,   47.3,   13.8,   12.8,   13.3,   43.5,    6.7,    9.5,    2.8,    0.2,   92.6,   93.8,    7.4,    6.2,    367,     14,     28,     23,    126,     39,     96,     45,     70,     65,     29,     16,      6,    292,    265,    27.8,    21.4,    37.2,    31.7,    25.5,    20.4,    32.9,    30.2,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230523,2023-05-23,044601,CBT ,00,044 , 5647982,   81568,  702985,  127904, 2589248,  720949,  678985,  757017, 2405560,  472464,  492213,  141896,   41337, 5240737, 5292081,  407245,  355901,   82745,    9272,   22367,   35204,    7019,   27333,  -14571,  -32518,  -15337,  -17365,   37762,  -12321,   28903,   53705,   54212,   29040,   28533,  100.0,    1.4,   12.4,    2.3,   45.8,   12.8,   12.0,   13.4,   42.6,    8.4,    8.7,    2.5,    0.7,   92.8,   93.7,    7.2,    6.3,    371,     13,     31,     30,    132,     35,     99,     41,     70,     68,     29,     19,     13,    304,    277,    28.3,    20.8,    37.5,    31.1,    25.8,    20.6,    33.3,    30.5,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230516,2023-05-16,044601,CBT ,00,044 , 5565237,   72296,  680618,   92700, 2582230,  693616,  693556,  789535, 2420898,  489829,  454452,  154217,   12435, 5187032, 5237869,  378205,  327368,   18643,    -470,    -919,   -2066,  -19183,    4630,   21634,   -2356,   19831,    5777,   11603,  -22645,   -1172,   13766,   25070,    4877,   -6427,  100.0,    1.3,   12.2,    1.7,   46.4,   12.5,   12.5,   14.2,   43.5,    8.8,    8.2,    2.8,    0.2,   93.2,   94.1,    6.8,    5.9,    375,     16,     31,     29,    138,     33,    102,     48,     67,     72,     26,     16,      5,    308,    275,    28.1,    22.7,    38.1,    33.5,    25.3,    21.9,    33.7,    31.5,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230509,2023-05-09,044601,CBT ,00,044 , 5546594,   72766,  681537,   94766, 2601413,  688986,  671922,  791891, 2401067,  484052,  442849,  176862,   13607, 5173265, 5212799,  373329,  333795,  356136,   13641,   13700,    5780,   92557,   44349,   15575,  161352,  267859,   43732,   20509,  -28035,    2293,  355440,  365254,     696,   -9118,  100.0,    1.3,   12.3,    1.7,   46.9,   12.4,   12.1,   14.3,   43.3,    8.7,    8.0,    3.2,    0.2,   93.3,   94.0,    6.7,    6.0,    375,     14,     32,     29,    137,     34,    105,     52,     63,     69,     25,     18,      5,    307,    276,    28.0,    21.1,    38.0,    31.7,    24.4,    20.4,    33.3,    30.0,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230502,2023-05-02,044601,CBT ,00,044 , 5190458,   59125,  667837,   88986, 2508856,  644637,  656346,  630539, 2133208,  440320,  422340,  204897,   11314, 4817826, 4847545,  372632,  342913,  211298,    6293,   48478,    5916,  141121,  -29229,  -23999,  -23570,  204213,   81402,   22130,  -79785,     411,  209705,  207408,    1593,    3890,  100.0,    1.1,   12.9,    1.7,   48.3,   12.4,   12.6,   12.1,   41.1,    8.5,    8.1,    3.9,    0.2,   92.8,   93.4,    7.2,    6.6,    373,     14,     32,     28,    135,     34,    102,     54,     62,     73,     23,     19,      4,    305,    275,    28.1,    19.8,    38.6,    29.7,    24.3,    19.5,    32.6,    29.1,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230425,2023-04-25,044601,CBT ,00,044 , 4979160,   52832,  619359,   83069, 2367735,  673866,  680345,  654108, 1928995,  358918,  400210,  284682,   10903, 4608120, 4640137,  371040,  339023,   80184,    9708,  -33481,  -28610,   91469,   10320,  -21028,   25005,   99287,    1740,    6310,   50392,   -2024,   82570,   76596,   -2386,    3588,  100.0,    1.1,   12.4,    1.7,   47.6,   13.5,   13.7,   13.1,   38.7,    7.2,    8.0,    5.7,    0.2,   92.5,   93.2,    7.5,    6.8,    365,     11,     29,     26,    132,     35,     98,     49,     66,     70,     24,     19,      4,    291,    272,    28.8,    18.3,    39.3,    28.3,    25.7,    18.1,    33.9,    27.4,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230418,2023-04-18,044601,CBT ,00,044 , 4898976,   43123,  652839,  111679, 2276266,  663545,  701373,  629103, 1829707,  357178,  393900,  234290,   12927, 4525550, 4563541,  373426,  335435,  -49896,   -4389,   40904,   -2275,   38632,    6085,    2735,    7485,  -26789,  -67155,  -25653,   -6705,    -237,  -50856,  -53436,     960,    3540,  100.0,    0.9,   13.3,    2.3,   46.5,   13.5,   14.3,   12.8,   37.3,    7.3,    8.0,    4.8,    0.3,   92.4,   93.2,    7.6,    6.8,    370,     18,     30,     29,    125,     35,    100,     61,     58,     74,     24,     19,      5,    297,    281,    29.1,    17.9,    39.6,    28.9,    25.4,    17.7,    33.3,    27.9,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230411,2023-04-11,044601,CBT ,00,044 , 4948872,   47512,  611935,  113954, 2237634,  657460,  698638,  621618, 1856497,  424333,  419553,  240996,   13164, 4576406, 4616977,  372466,  331895,  -56097,  -19661,  -40089,    6500,   -8534,   21383,   -5817,  -13678,   91494,  -32261,   21933,  -78740,    -692,  -52210,  -38222,   -3887,  -17875,  100.0,    1.0,   12.4,    2.3,   45.2,   13.3,   14.1,   12.6,   37.5,    8.6,    8.5,    4.9,    0.3,   92.5,   93.3,    7.5,    6.7,    362,     15,     34,     29,    126,     34,     98,     45,     66,     75,     21,     21,      4,    289,    279,    28.4,    18.5,    38.8,    28.9,    24.5,    18.2,    32.3,    27.7,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230404,2023-04-04,044601,CBT ,00,044 , 5004969,   67173,  652024,  107455, 2246168,  636078,  704455,  635297, 1765002,  456594,  397620,  319736,   13856, 4628617, 4655199,  376352,  349770,  161134,   23007,    1706,    1980,  151881,   -2413,   12090,  -28753,   25810,   46082,  -36450,   57634,     761,  170597,  143649,   -9463,   17485,  100.0,    1.3,   13.0,    2.1,   44.9,   12.7,   14.1,   12.7,   35.3,    9.1,    7.9,    6.4,    0.3,   92.5,   93.0,    7.5,    7.0,    370,     21,     30,     31,    130,     34,     98,     47,     67,     77,     21,     20,      5,    295,    286,    28.2,    17.3,    38.7,    27.4,    23.7,    17.1,    32.3,    26.7,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230328,2023-03-28,044601,CBT ,00,044 , 4843835,   44166,  650319,  105475, 2094288,  638491,  692365,  664050, 1739192,  410512,  434069,  262102,   13095, 4458020, 4511550,  385815,  332285, -123663,    7795,   40827,  -35844,   45705,  -12912,  -95395,    5941,   78571,  -88851,    3415,    5991,   -8144, -165378, -115756,   41715,   -7907,  100.0,    0.9,   13.4,    2.2,   43.2,   13.2,   14.3,   13.7,   35.9,    8.5,    9.0,    5.4,    0.3,   92.0,   93.1,    8.0,    6.9,    355,     12,     33,     25,    117,     39,     92,     53,     62,     73,     21,     18,      4,    277,    272,    28.4,    17.0,    38.7,    27.7,    24.0,    16.9,    32.2,    26.9,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230321,2023-03-21,044601,CBT ,00,044 , 4967498,   36371,  609491,  141319, 2048583,  651402,  787760,  658109, 1660621,  499362,  430654,  256111,   21240, 4623398, 4627306,  344100,  340192,   41538,   -7539,   18933,   24454,   58678,   -3451,  -31908,   14532,   45562,   21807,  -29669,    8787,    2458,   52812,   86641,  -11274,  -45103,  100.0,    0.7,   12.3,    2.8,   41.2,   13.1,   15.9,   13.2,   33.4,   10.1,    8.7,    5.2,    0.4,   93.1,   93.2,    6.9,    6.8,    369,     12,     36,     30,    117,     47,     95,     58,     57,     75,     21,     21,      6,    289,    286,    28.8,    16.3,    39.7,    26.5,    22.9,    16.1,    31.8,    25.3,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",230314,2023-03-14,044601,CBT ,00,044 , 4925960,   43910,  590558,  116866, 1989904,  654853,  819668,  643577, 1615059,  477555,  460323,  247324,   18782, 4570586, 4540665,  355374,  385295,  267767,    4163,   66088,   12680, -134584,  -98191,  101718,  108052,   80048,  137621,   30387,    5640,    -416,  259619,  305188,    8148,  -37421,  100.0,    0.9,   12.0,    2.4,   40.4,   13.3,   16.6,   13.1,   32.8,    9.7,    9.3,    5.0,    0.4,   92.8,   92.2,    7.2,    7.8,    368,     17,     37,     31,    120,     45,     96,     48,     59,     70,     23,     19,      5,    284,    286,    29.2,    16.7,    38.7,    26.5,    24.0,    16.7,    32.4,    25.7,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
